customer_id,customer_tenure,customer_location,customer_type,order_id,order_date,order_value,payment_method,order_frequency,discount_applied,return_status,product_category,product_sku,size,inventory_status,source,engagement_score
CUST00189,4,Pune,New,ORD000189,00:29:44,2052.54,COD,9,0,No,T-Shirts,SKU0189,M,In Stock,Email Marketing,84
CUST00190,30,Chennai,Returning,ORD000190,00:07:12,5745.48,COD,3,5,Yes,Shirts,SKU0190,S,In Stock,Instagram,59
CUST00191,37,Hyderabad,Returning,ORD000191,00:51:32,500,Wallet,3,0,No,T-Shirts,SKU0191,L,In Stock,Instagram,58
CUST00192,23,Delhi,Returning,ORD000192,00:04:19,4081.55,UPI,6,25,No,T-Shirts,SKU0192,M,In Stock,Instagram,84
CUST00193,39,Pune,Returning,ORD000193,00:01:16,5007.28,COD,9,25,Yes,Shirts,SKU0193,M,In Stock,Google Ads,27
CUST00194,45,Mumbai,Returning,ORD000194,00:38:55,2193.95,Wallet,7,5,No,Jeans,SKU0194,S,In Stock,Email Marketing,57
CUST00195,15,Mumbai,Returning,ORD000195,00:15:30,2220.92,Net Banking,3,20,No,Jackets,SKU0195,XL,In Stock,Instagram,19
CUST00196,43,Pune,Returning,ORD000196,00:20:11,4064.15,Wallet,3,5,No,Jackets,SKU0196,XXL,In Stock,Facebook Ads,33
CUST00197,29,Kolkata,Returning,ORD000197,00:25:03,3258.99,COD,2,25,No,Jackets,SKU0197,S,In Stock,Google Ads,4
CUST00198,36,Delhi,Returning,ORD000198,00:02:20,500,Net Banking,9,10,No,Shirts,SKU0198,M,In Stock,Facebook Ads,81
CUST00199,13,Kolkata,Returning,ORD000199,00:19:17,1234.94,Wallet,3,10,No,Dresses,SKU0199,M,In Stock,Email Marketing,59
CUST00200,32,Hyderabad,Returning,ORD000200,00:38:55,2479.68,Credit Card,5,40,No,Dresses,SKU0200,S,In Stock,Word of Mouth,42
CUST00201,7,Mumbai,New,ORD000201,00:40:54,500,Net Banking,9,0,No,Dresses,SKU0201,XL,In Stock,Facebook Ads,56
CUST00202,59,Mumbai,Returning,ORD000202,00:16:35,1788.74,Credit Card,8,0,No,Sweatshirts,SKU0202,XXL,In Stock,Word of Mouth,56
CUST00203,51,Chennai,Returning,ORD000203,00:19:38,500,UPI,2,15,No,Jeans,SKU0203,L,In Stock,Google Ads,74
CUST00204,22,Hyderabad,Returning,ORD000204,00:56:13,1944.74,Net Banking,3,50,No,Jeans,SKU0204,S,In Stock,Facebook Ads,53
CUST00205,28,Mumbai,Returning,ORD000205,00:26:51,1995.07,Credit Card,2,5,No,Sweatshirts,SKU0205,XXL,In Stock,Facebook Ads,80
CUST00206,2,Hyderabad,New,ORD000206,00:54:36,3027.63,COD,8,0,No,T-Shirts,SKU0206,XXL,In Stock,Google Ads,44
CUST00207,42,Delhi,Returning,ORD000207,00:03:47,2362.36,COD,6,5,No,Jackets,SKU0207,M,In Stock,Google Ads,85
CUST00208,45,Bangalore,Returning,ORD000208,00:04:19,3254.18,UPI,6,15,Yes,Dresses,SKU0208,L,In Stock,Instagram,36
CUST00209,57,Mumbai,Returning,ORD000209,00:53:09,3075.32,Net Banking,9,0,No,Jackets,SKU0209,S,In Stock,Email Marketing,83
CUST00210,53,Chennai,Returning,ORD000210,00:59:06,4047.01,Net Banking,8,20,No,Dresses,SKU0210,M,In Stock,Facebook Ads,47
CUST00211,6,Delhi,New,ORD000211,00:14:03,3810.67,Net Banking,4,50,Yes,Jackets,SKU0211,M,In Stock,Facebook Ads,53
CUST00212,28,Pune,Returning,ORD000212,00:12:37,3652.19,UPI,4,10,No,T-Shirts,SKU0212,XL,In Stock,Google Ads,47
CUST00213,28,Hyderabad,Returning,ORD000213,00:32:58,7157.3,Net Banking,9,5,No,Jackets,SKU0213,XXL,In Stock,Google Ads,5
CUST00214,44,Pune,Returning,ORD000214,00:58:44,3021.1,COD,1,10,No,Jackets,SKU0214,S,In Stock,Email Marketing,33
CUST00215,44,Kolkata,Returning,ORD000215,00:52:48,6390.36,Credit Card,2,0,No,Shirts,SKU0215,S,In Stock,Google Ads,62
CUST00216,20,Delhi,Returning,ORD000216,00:12:04,3118.33,COD,2,30,No,Jackets,SKU0216,S,In Stock,Word of Mouth,77
CUST00217,30,Pune,Returning,ORD000217,00:20:22,2375.72,COD,6,10,No,Shirts,SKU0217,M,In Stock,Word of Mouth,47
CUST00218,11,Jaipur,New,ORD000218,00:34:14,1940.25,Credit Card,4,5,Yes,Jeans,SKU0218,XL,In Stock,Word of Mouth,22
CUST00219,58,Jaipur,Returning,ORD000219,00:26:51,4764.59,COD,3,20,No,Sweatshirts,SKU0219,L,In Stock,Word of Mouth,83
CUST00220,55,Mumbai,Returning,ORD000220,00:05:35,4960.76,UPI,3,10,No,Jackets,SKU0220,M,In Stock,Email Marketing,12
CUST00221,28,Hyderabad,Returning,ORD000221,00:30:27,3399.68,Credit Card,3,20,No,Jeans,SKU0221,L,In Stock,Facebook Ads,46
CUST00222,25,Bangalore,Returning,ORD000222,00:00:54,4200.32,COD,6,0,No,Shirts,SKU0222,XL,In Stock,Word of Mouth,43
CUST00223,39,Delhi,Returning,ORD000223,00:18:12,584.17,Wallet,8,30,No,Jackets,SKU0223,XXL,In Stock,Google Ads,31
CUST00224,33,Mumbai,Returning,ORD000224,00:56:24,500,COD,7,40,No,Jackets,SKU0224,S,In Stock,Word of Mouth,25
CUST00225,1,Chennai,New,ORD000225,00:42:53,4369.49,UPI,4,20,Yes,T-Shirts,SKU0225,L,Out of Stock,Email Marketing,52
CUST00226,57,Kolkata,Returning,ORD000226,00:20:32,2309.78,Net Banking,4,50,Yes,Jeans,SKU0226,M,In Stock,Google Ads,13
CUST00227,27,Hyderabad,Returning,ORD000227,00:47:45,3623.95,COD,2,0,No,Dresses,SKU0227,L,In Stock,Word of Mouth,51
CUST00228,57,Delhi,Returning,ORD000228,00:01:37,1424.07,Net Banking,1,10,No,Dresses,SKU0228,XXL,In Stock,Facebook Ads,35
CUST00229,52,Jaipur,Returning,ORD000229,00:38:55,4985.48,Wallet,9,20,No,T-Shirts,SKU0229,S,In Stock,Google Ads,7
CUST00230,13,Delhi,Returning,ORD000230,00:34:36,500,COD,2,15,No,Shirts,SKU0230,L,In Stock,Google Ads,39
CUST00231,41,Bangalore,Returning,ORD000231,00:35:08,500,Credit Card,8,10,Yes,Dresses,SKU0231,XXL,In Stock,Facebook Ads,85
CUST00232,3,Jaipur,New,ORD000232,00:31:32,4666.47,Net Banking,9,5,No,Dresses,SKU0232,M,Out of Stock,Google Ads,21
CUST00233,39,Bangalore,Returning,ORD000233,00:21:48,500,Wallet,4,0,No,Sweatshirts,SKU0233,XL,In Stock,Word of Mouth,15
CUST00234,6,Chennai,New,ORD000234,00:22:10,3067.85,Credit Card,8,5,No,Jeans,SKU0234,M,In Stock,Google Ads,90
CUST00235,8,Kolkata,New,ORD000235,00:16:45,2339.01,Credit Card,9,0,No,Shirts,SKU0235,S,In Stock,Word of Mouth,59
CUST00236,27,Chennai,Returning,ORD000236,00:48:39,1396.07,Credit Card,5,25,No,Jackets,SKU0236,M,In Stock,Facebook Ads,59
CUST00237,9,Mumbai,New,ORD000237,00:00:11,2200.09,Credit Card,7,0,Yes,Jeans,SKU0237,M,In Stock,Instagram,9
CUST00238,37,Mumbai,Returning,ORD000238,00:45:57,1228.71,COD,4,0,No,Shirts,SKU0238,M,In Stock,Facebook Ads,24
CUST00239,33,Chennai,Returning,ORD000239,00:33:52,4813.38,COD,1,15,No,Dresses,SKU0239,M,In Stock,Word of Mouth,30
CUST00240,51,Kolkata,Returning,ORD000240,00:19:06,5206.75,COD,3,15,No,Sweatshirts,SKU0240,S,In Stock,Email Marketing,20
CUST00241,42,Chennai,Returning,ORD000241,00:27:12,1471.39,Wallet,5,30,No,Jeans,SKU0241,XXL,In Stock,Facebook Ads,90
CUST00242,44,Kolkata,Returning,ORD000242,00:24:30,2913.29,Wallet,3,15,Yes,Dresses,SKU0242,L,In Stock,Email Marketing,80
CUST00243,24,Kolkata,Returning,ORD000243,00:58:44,512.39,Wallet,7,5,Yes,Shirts,SKU0243,XL,In Stock,Email Marketing,32
CUST00244,15,Pune,Returning,ORD000244,00:43:15,4109.58,UPI,9,30,No,Jeans,SKU0244,L,Out of Stock,Word of Mouth,30
CUST00245,59,Jaipur,Returning,ORD000245,00:21:59,4070.51,Wallet,6,15,No,Jackets,SKU0245,L,In Stock,Word of Mouth,89
CUST00246,54,Hyderabad,Returning,ORD000246,00:40:00,2057.11,COD,1,0,Yes,Jeans,SKU0246,XL,In Stock,Instagram,20
CUST00247,32,Kolkata,Returning,ORD000247,00:59:28,2525.33,COD,7,15,Yes,Dresses,SKU0247,S,In Stock,Google Ads,35
CUST00248,32,Bangalore,Returning,ORD000248,00:49:22,2359.35,UPI,3,40,Yes,Jeans,SKU0248,XL,In Stock,Facebook Ads,64
CUST00249,24,Kolkata,Returning,ORD000249,00:05:46,500,UPI,5,5,No,Jackets,SKU0249,S,Out of Stock,Word of Mouth,3
CUST00250,41,Kolkata,Returning,ORD000250,00:52:58,4819.01,Wallet,4,0,Yes,Sweatshirts,SKU0250,L,In Stock,Facebook Ads,67
CUST00251,52,Kolkata,Returning,ORD000251,00:52:15,1349.57,Net Banking,5,0,No,Sweatshirts,SKU0251,S,In Stock,Email Marketing,89
CUST00252,49,Pune,Returning,ORD000252,00:10:16,1359.78,UPI,5,0,No,Dresses,SKU0252,XXL,In Stock,Google Ads,3
CUST00253,49,Jaipur,Returning,ORD000253,00:10:16,2274.37,Credit Card,6,10,No,Shirts,SKU0253,XL,In Stock,Instagram,8
CUST00254,58,Pune,Returning,ORD000254,00:33:31,3993.32,COD,6,15,Yes,Dresses,SKU0254,XXL,In Stock,Facebook Ads,29
CUST00255,52,Mumbai,Returning,ORD000255,00:50:49,1613.05,Credit Card,8,0,No,Sweatshirts,SKU0255,L,In Stock,Google Ads,44
CUST00256,12,Pune,New,ORD000256,00:00:43,500,COD,8,40,Yes,T-Shirts,SKU0256,XL,In Stock,Instagram,3
CUST00257,39,Bangalore,Returning,ORD000257,00:18:44,1169.5,COD,9,25,No,T-Shirts,SKU0257,L,Out of Stock,Facebook Ads,68
CUST00258,2,Bangalore,New,ORD000258,00:29:44,3136.21,UPI,8,15,No,Jeans,SKU0258,XXL,In Stock,Google Ads,22
CUST00259,3,Pune,New,ORD000259,00:43:58,5784.63,UPI,2,30,No,Jackets,SKU0259,L,In Stock,Word of Mouth,15
CUST00260,49,Jaipur,Returning,ORD000260,00:22:42,610.12,Credit Card,1,0,No,Jeans,SKU0260,XL,In Stock,Facebook Ads,21
CUST00261,37,Chennai,Returning,ORD000261,00:02:20,555.25,COD,2,10,No,T-Shirts,SKU0261,XL,In Stock,Google Ads,100
CUST00262,49,Hyderabad,Returning,ORD000262,00:28:28,500,Credit Card,2,20,No,Sweatshirts,SKU0262,L,In Stock,Instagram,71
CUST00263,56,Jaipur,Returning,ORD000263,00:56:13,500,Net Banking,3,30,No,Jeans,SKU0263,XL,Out of Stock,Google Ads,47
CUST00264,17,Pune,Returning,ORD000264,00:38:01,4308.54,Credit Card,7,25,No,Dresses,SKU0264,XL,In Stock,Word of Mouth,61
CUST00265,59,Kolkata,Returning,ORD000265,00:09:33,4742.03,Wallet,2,0,No,Jackets,SKU0265,L,Out of Stock,Facebook Ads,96
CUST00266,49,Delhi,Returning,ORD000266,00:17:18,2766.63,Credit Card,1,40,No,Dresses,SKU0266,XXL,In Stock,Facebook Ads,59
CUST00267,2,Hyderabad,New,ORD000267,00:38:23,1798.43,Wallet,6,0,No,Jackets,SKU0267,XL,In Stock,Facebook Ads,79
CUST00268,2,Hyderabad,New,ORD000268,00:34:46,5186.72,Wallet,9,30,No,Sweatshirts,SKU0268,XL,In Stock,Word of Mouth,4
CUST00269,28,Bangalore,Returning,ORD000269,00:16:13,2760.86,Wallet,3,50,No,Jeans,SKU0269,XL,In Stock,Instagram,79
CUST00270,54,Hyderabad,Returning,ORD000270,00:12:15,4134.16,Net Banking,6,0,No,Jackets,SKU0270,XL,In Stock,Facebook Ads,6
CUST00271,23,Pune,Returning,ORD000271,00:18:23,1725.33,Credit Card,3,25,No,Dresses,SKU0271,L,In Stock,Instagram,50
CUST00272,37,Kolkata,Returning,ORD000272,00:29:22,2566.37,Credit Card,1,0,No,Jeans,SKU0272,XXL,In Stock,Google Ads,64
CUST00273,32,Kolkata,Returning,ORD000273,00:58:34,643.99,Net Banking,5,10,Yes,Jeans,SKU0273,XXL,In Stock,Instagram,8
CUST00274,33,Mumbai,Returning,ORD000274,00:59:49,3443.87,COD,4,15,No,Dresses,SKU0274,S,Out of Stock,Instagram,81
CUST00275,1,Kolkata,New,ORD000275,00:07:23,2786.41,UPI,7,15,No,T-Shirts,SKU0275,XL,In Stock,Facebook Ads,44
CUST00276,19,Jaipur,Returning,ORD000276,00:35:51,1158.16,Credit Card,6,40,No,Jackets,SKU0276,XL,In Stock,Email Marketing,46
CUST00277,2,Kolkata,New,ORD000277,00:49:55,1178.34,UPI,7,20,No,Dresses,SKU0277,S,In Stock,Email Marketing,66
CUST00278,53,Bangalore,Returning,ORD000278,00:00:22,4923.94,Net Banking,5,10,No,Sweatshirts,SKU0278,XXL,In Stock,Word of Mouth,23
CUST00279,44,Kolkata,Returning,ORD000279,00:25:14,5457.5,COD,4,30,Yes,Shirts,SKU0279,M,In Stock,Word of Mouth,91
CUST00280,26,Mumbai,Returning,ORD000280,00:45:24,2180.3,COD,7,50,No,Dresses,SKU0280,M,Out of Stock,Email Marketing,9
CUST00281,32,Delhi,Returning,ORD000281,00:26:29,2601.63,COD,7,0,Yes,Jeans,SKU0281,XXL,In Stock,Google Ads,72
CUST00282,6,Pune,New,ORD000282,00:33:52,3100.17,Net Banking,6,50,Yes,Jeans,SKU0282,XL,In Stock,Facebook Ads,76
CUST00283,32,Bangalore,Returning,ORD000283,00:08:28,2722.05,Wallet,8,0,No,Dresses,SKU0283,M,In Stock,Facebook Ads,47
CUST00284,55,Jaipur,Returning,ORD000284,00:49:11,500,Wallet,4,30,No,Shirts,SKU0284,L,In Stock,Google Ads,34
CUST00285,4,Delhi,New,ORD000285,00:36:35,3141.81,UPI,5,0,No,Dresses,SKU0285,L,In Stock,Google Ads,53
CUST00286,55,Bangalore,Returning,ORD000286,00:26:18,500,Wallet,4,0,No,Shirts,SKU0286,S,In Stock,Email Marketing,86
CUST00287,11,Chennai,New,ORD000287,00:29:22,1400.97,Wallet,1,10,Yes,Shirts,SKU0287,XXL,In Stock,Word of Mouth,80
CUST00288,56,Hyderabad,Returning,ORD000288,00:13:20,3258.14,COD,8,20,No,Sweatshirts,SKU0288,XXL,In Stock,Google Ads,70
CUST00289,59,Chennai,Returning,ORD000289,00:08:07,3399.99,COD,1,5,No,Jackets,SKU0289,M,In Stock,Word of Mouth,15
CUST00290,17,Kolkata,Returning,ORD000290,00:24:19,1284.89,UPI,5,0,No,Jeans,SKU0290,XL,In Stock,Instagram,52
CUST00291,38,Delhi,Returning,ORD000291,00:47:23,1812.34,Credit Card,6,15,No,Jeans,SKU0291,XXL,In Stock,Facebook Ads,39
CUST00292,24,Kolkata,Returning,ORD000292,00:01:59,1609.25,UPI,6,40,No,Shirts,SKU0292,M,Out of Stock,Email Marketing,99
CUST00293,5,Hyderabad,New,ORD000293,00:51:21,2345.73,UPI,5,5,No,Jeans,SKU0293,M,In Stock,Facebook Ads,19
CUST00294,52,Bangalore,Returning,ORD000294,00:53:20,2459.81,Net Banking,3,0,Yes,T-Shirts,SKU0294,XXL,Out of Stock,Email Marketing,87
CUST00295,34,Hyderabad,Returning,ORD000295,00:07:34,3502.7,Net Banking,5,10,No,Shirts,SKU0295,M,In Stock,Instagram,68
CUST00296,6,Mumbai,New,ORD000296,00:41:48,1724.65,UPI,8,0,No,Jeans,SKU0296,S,In Stock,Facebook Ads,44
CUST00297,22,Hyderabad,Returning,ORD000297,00:43:47,3060.09,UPI,2,30,Yes,T-Shirts,SKU0297,S,In Stock,Instagram,5
CUST00298,11,Mumbai,New,ORD000298,00:55:08,3260.52,UPI,6,30,Yes,Sweatshirts,SKU0298,XXL,In Stock,Email Marketing,91
CUST00299,48,Hyderabad,Returning,ORD000299,00:16:56,2797.43,Wallet,9,15,No,Jeans,SKU0299,XL,In Stock,Google Ads,68
CUST00300,16,Pune,Returning,ORD000300,00:13:09,2110.59,Net Banking,8,5,No,T-Shirts,SKU0300,S,In Stock,Facebook Ads,48
CUST00301,33,Mumbai,Returning,ORD000301,00:49:33,2770.97,UPI,8,25,Yes,Dresses,SKU0301,S,In Stock,Instagram,38
CUST00302,9,Delhi,New,ORD000302,00:03:58,3627.61,COD,8,15,No,Jackets,SKU0302,XXL,In Stock,Facebook Ads,1
CUST00303,60,Kolkata,Returning,ORD000303,00:25:46,3758.78,COD,7,30,No,Dresses,SKU0303,L,In Stock,Facebook Ads,38
CUST00304,59,Jaipur,Returning,ORD000304,00:00:54,5223.06,Wallet,8,20,No,T-Shirts,SKU0304,M,In Stock,Facebook Ads,20
CUST00305,6,Kolkata,New,ORD000305,00:04:41,1014.96,Wallet,6,25,No,Shirts,SKU0305,S,In Stock,Word of Mouth,39
CUST00306,16,Chennai,Returning,ORD000306,00:49:55,1839.99,Credit Card,2,15,No,Shirts,SKU0306,L,Out of Stock,Instagram,100
CUST00307,29,Kolkata,Returning,ORD000307,00:16:02,500,Credit Card,2,10,No,Jeans,SKU0307,XL,In Stock,Instagram,81
CUST00308,3,Bangalore,New,ORD000308,00:05:57,3896.51,Credit Card,8,50,No,Dresses,SKU0308,L,In Stock,Facebook Ads,53
CUST00309,20,Pune,Returning,ORD000309,00:52:04,1998.24,Wallet,1,15,No,Shirts,SKU0309,XXL,In Stock,Google Ads,11
CUST00310,60,Hyderabad,Returning,ORD000310,00:07:34,2809.29,Wallet,6,20,No,Shirts,SKU0310,XL,In Stock,Facebook Ads,80
CUST00311,59,Chennai,Returning,ORD000311,00:45:46,1593.49,Wallet,6,0,Yes,Dresses,SKU0311,XL,In Stock,Word of Mouth,36
CUST00312,36,Bangalore,Returning,ORD000312,00:42:10,2009.94,COD,4,20,No,Sweatshirts,SKU0312,L,In Stock,Email Marketing,37
CUST00313,19,Bangalore,Returning,ORD000313,00:15:08,4334.79,Wallet,3,15,No,Shirts,SKU0313,XXL,In Stock,Word of Mouth,14
CUST00314,26,Mumbai,Returning,ORD000314,00:29:00,3541.35,COD,3,0,No,Jackets,SKU0314,S,In Stock,Google Ads,6
CUST00315,3,Kolkata,New,ORD000315,00:38:34,2332.72,Credit Card,1,0,No,T-Shirts,SKU0315,L,In Stock,Facebook Ads,77
CUST00316,19,Delhi,Returning,ORD000316,00:22:53,3651.72,Credit Card,3,20,No,Jeans,SKU0316,S,In Stock,Instagram,49
CUST00317,20,Jaipur,Returning,ORD000317,00:49:44,3684.85,Credit Card,4,25,No,Shirts,SKU0317,L,In Stock,Facebook Ads,64
CUST00318,32,Delhi,Returning,ORD000318,00:18:01,1912.86,UPI,5,15,No,Jackets,SKU0318,S,In Stock,Google Ads,66
CUST00319,7,Chennai,New,ORD000319,00:10:38,500,UPI,3,0,No,Jackets,SKU0319,L,In Stock,Instagram,100
CUST00320,52,Pune,Returning,ORD000320,00:21:05,1151.26,Net Banking,6,20,No,Shirts,SKU0320,XL,In Stock,Word of Mouth,43
CUST00321,41,Delhi,Returning,ORD000321,00:37:07,500,Net Banking,5,0,No,Sweatshirts,SKU0321,M,Out of Stock,Email Marketing,30
CUST00322,33,Hyderabad,Returning,ORD000322,00:49:44,4246.65,Net Banking,3,10,No,T-Shirts,SKU0322,XL,In Stock,Email Marketing,42
CUST00323,40,Delhi,Returning,ORD000323,00:52:48,4507.17,UPI,6,0,No,Jeans,SKU0323,S,In Stock,Facebook Ads,76
CUST00324,39,Chennai,Returning,ORD000324,00:04:09,4879.56,UPI,6,0,Yes,Shirts,SKU0324,XXL,In Stock,Word of Mouth,47
CUST00325,18,Jaipur,Returning,ORD000325,00:13:52,500,Net Banking,8,0,No,Jeans,SKU0325,XL,In Stock,Google Ads,81
CUST00326,40,Delhi,Returning,ORD000326,00:07:45,4107.1,Net Banking,2,5,No,Dresses,SKU0326,M,Out of Stock,Email Marketing,80
CUST00327,1,Hyderabad,New,ORD000327,00:54:25,5818.29,Wallet,1,0,No,Jackets,SKU0327,S,In Stock,Word of Mouth,80
CUST00328,11,Mumbai,New,ORD000328,00:26:08,4167.98,Net Banking,4,5,No,Jackets,SKU0328,XL,In Stock,Facebook Ads,60
CUST00329,28,Pune,Returning,ORD000329,00:20:54,500,Wallet,7,15,No,Shirts,SKU0329,L,In Stock,Instagram,74
CUST00330,57,Chennai,Returning,ORD000330,00:50:38,5152.45,COD,3,10,No,Shirts,SKU0330,XXL,In Stock,Facebook Ads,83
CUST00331,25,Mumbai,Returning,ORD000331,00:50:27,2562.53,UPI,3,5,No,Dresses,SKU0331,S,In Stock,Facebook Ads,9
CUST00332,50,Mumbai,Returning,ORD000332,00:52:15,2151.4,Net Banking,5,30,No,Sweatshirts,SKU0332,XL,In Stock,Word of Mouth,28
CUST00333,23,Mumbai,Returning,ORD000333,00:08:50,3176.64,UPI,5,0,No,Shirts,SKU0333,S,In Stock,Email Marketing,47
CUST00334,31,Bangalore,Returning,ORD000334,00:32:48,926.49,UPI,3,15,No,Jackets,SKU0334,L,In Stock,Word of Mouth,97
CUST00335,30,Pune,Returning,ORD000335,00:44:30,2504.17,UPI,9,0,No,Jeans,SKU0335,M,In Stock,Instagram,80
CUST00336,42,Jaipur,Returning,ORD000336,00:34:36,4930.64,COD,4,0,No,T-Shirts,SKU0336,XL,In Stock,Word of Mouth,61
CUST00337,35,Kolkata,Returning,ORD000337,00:29:33,3433.6,Credit Card,3,15,No,Jeans,SKU0337,S,Out of Stock,Google Ads,12
CUST00338,7,Pune,New,ORD000338,00:37:07,2587.6,Net Banking,2,15,Yes,Sweatshirts,SKU0338,S,In Stock,Facebook Ads,43
CUST00339,60,Bangalore,Returning,ORD000339,00:55:51,2634.41,Credit Card,9,30,No,T-Shirts,SKU0339,S,In Stock,Email Marketing,46
CUST00340,16,Kolkata,Returning,ORD000340,00:40:43,727.91,Credit Card,4,15,No,Jeans,SKU0340,M,In Stock,Instagram,63
CUST00341,26,Pune,Returning,ORD000341,00:56:35,2275.02,Credit Card,3,50,No,Jeans,SKU0341,S,In Stock,Facebook Ads,90
CUST00342,48,Mumbai,Returning,ORD000342,00:49:22,500,UPI,7,0,No,Dresses,SKU0342,XXL,In Stock,Word of Mouth,52
CUST00343,57,Chennai,Returning,ORD000343,00:27:34,4033.66,Wallet,8,0,No,Sweatshirts,SKU0343,XXL,In Stock,Google Ads,89
CUST00344,52,Kolkata,Returning,ORD000344,00:36:02,500,UPI,2,0,No,Jackets,SKU0344,S,In Stock,Word of Mouth,91
CUST00345,60,Hyderabad,Returning,ORD000345,00:43:47,3782.35,UPI,7,0,Yes,Dresses,SKU0345,XXL,In Stock,Facebook Ads,76
CUST00346,49,Hyderabad,Returning,ORD000346,00:11:32,3969.12,Credit Card,5,15,No,T-Shirts,SKU0346,XL,In Stock,Instagram,75
CUST00347,2,Delhi,New,ORD000347,00:47:02,4478.15,UPI,5,20,No,Jackets,SKU0347,XXL,In Stock,Email Marketing,43
CUST00348,1,Kolkata,New,ORD000348,00:42:21,2630.29,Credit Card,3,0,No,Dresses,SKU0348,S,In Stock,Facebook Ads,27
CUST00349,48,Chennai,Returning,ORD000349,00:53:20,3874.94,Wallet,5,40,No,Sweatshirts,SKU0349,L,Out of Stock,Instagram,1
CUST00350,12,Jaipur,New,ORD000350,00:38:34,2260.38,Net Banking,2,30,No,Shirts,SKU0350,XL,In Stock,Facebook Ads,100
CUST00351,5,Bangalore,New,ORD000351,00:05:57,719.95,Credit Card,4,0,Yes,Shirts,SKU0351,M,In Stock,Google Ads,56
CUST00352,37,Mumbai,Returning,ORD000352,00:28:07,4796.1,Wallet,6,0,No,T-Shirts,SKU0352,S,In Stock,Word of Mouth,56
CUST00353,32,Delhi,Returning,ORD000353,00:20:54,2354.67,Net Banking,1,0,No,Shirts,SKU0353,M,In Stock,Email Marketing,33
CUST00354,59,Hyderabad,Returning,ORD000354,00:21:27,500,COD,4,0,No,Dresses,SKU0354,L,In Stock,Instagram,86
CUST00355,55,Bangalore,Returning,ORD000355,00:18:44,1799.78,Credit Card,6,0,No,T-Shirts,SKU0355,M,In Stock,Email Marketing,57
CUST00356,9,Bangalore,New,ORD000356,00:29:00,1859.01,Credit Card,9,15,No,Jackets,SKU0356,S,In Stock,Email Marketing,51
CUST00357,41,Mumbai,Returning,ORD000357,00:07:56,3192.55,COD,2,0,No,Sweatshirts,SKU0357,S,In Stock,Email Marketing,28
CUST00358,35,Jaipur,Returning,ORD000358,00:30:59,6020.57,COD,7,5,No,T-Shirts,SKU0358,L,In Stock,Instagram,34
CUST00359,19,Jaipur,Returning,ORD000359,00:34:03,3283.63,Credit Card,6,50,No,Jackets,SKU0359,S,In Stock,Instagram,74
CUST00360,48,Kolkata,Returning,ORD000360,00:36:24,2810.27,COD,2,20,No,T-Shirts,SKU0360,L,In Stock,Email Marketing,47
CUST00361,16,Hyderabad,Returning,ORD000361,00:29:55,6183.66,UPI,8,40,No,Jeans,SKU0361,L,In Stock,Word of Mouth,32
CUST00362,3,Jaipur,New,ORD000362,00:32:26,3968.34,Net Banking,7,0,No,Jeans,SKU0362,S,In Stock,Facebook Ads,74
CUST00363,20,Chennai,Returning,ORD000363,00:40:22,2881.37,Net Banking,5,5,No,T-Shirts,SKU0363,XXL,In Stock,Email Marketing,72
CUST00364,24,Jaipur,Returning,ORD000364,00:02:53,1780.88,Net Banking,5,15,No,Shirts,SKU0364,L,In Stock,Google Ads,77
CUST00365,54,Bangalore,Returning,ORD000365,00:55:30,2974.3,UPI,7,0,No,Jeans,SKU0365,S,In Stock,Email Marketing,8
CUST00366,56,Mumbai,Returning,ORD000366,00:05:24,2400.41,COD,9,0,No,Sweatshirts,SKU0366,XXL,In Stock,Instagram,47
CUST00367,33,Chennai,Returning,ORD000367,00:45:24,2637.15,Wallet,9,20,No,Jackets,SKU0367,L,In Stock,Facebook Ads,66
CUST00368,24,Kolkata,Returning,ORD000368,00:43:36,4471.6,COD,9,20,Yes,Dresses,SKU0368,XXL,Out of Stock,Google Ads,92
CUST00369,52,Hyderabad,Returning,ORD000369,00:04:30,1689.52,Credit Card,6,10,Yes,Jeans,SKU0369,XL,In Stock,Facebook Ads,82
CUST00370,11,Kolkata,New,ORD000370,00:03:04,3270.31,Net Banking,6,10,No,T-Shirts,SKU0370,XL,In Stock,Facebook Ads,35
CUST00371,49,Bangalore,Returning,ORD000371,00:57:50,3923.41,COD,3,10,No,Shirts,SKU0371,XXL,In Stock,Google Ads,95
CUST00372,8,Chennai,New,ORD000372,00:32:15,1506.83,Wallet,1,0,No,Dresses,SKU0372,L,In Stock,Email Marketing,70
CUST00373,36,Chennai,Returning,ORD000373,00:51:43,1266.07,Credit Card,7,5,No,Jackets,SKU0373,S,In Stock,Email Marketing,91
CUST00374,38,Chennai,Returning,ORD000374,00:10:05,2274.49,UPI,4,0,No,Jackets,SKU0374,M,In Stock,Email Marketing,43
CUST00375,40,Bangalore,Returning,ORD000375,00:42:10,1807.56,UPI,1,0,Yes,Jeans,SKU0375,S,In Stock,Word of Mouth,81
CUST00376,20,Bangalore,Returning,ORD000376,00:11:21,4228.5,Wallet,8,50,No,Jackets,SKU0376,M,In Stock,Email Marketing,59
CUST00377,35,Kolkata,Returning,ORD000377,00:22:31,997.35,Credit Card,6,15,No,Jackets,SKU0377,M,In Stock,Google Ads,62
CUST00378,48,Delhi,Returning,ORD000378,00:36:45,2602.71,Net Banking,6,25,No,Shirts,SKU0378,L,In Stock,Word of Mouth,4
