customer_id,customer_tenure,customer_location,customer_type,order_id,order_date,order_value,payment_method,order_frequency,discount_applied,return_status,product_category,product_sku,size,inventory_status,source,engagement_score,tenure_category,customer_lifetime_value,total_sales,risk_of_stockout
CUST00151,33,Bangalore,Returning,ORD000151,00:29:33,3852.74,COD,1,0,Yes,Jackets,SKU0151,M,In Stock,Facebook Ads,62,Medium,3852.74,3852.74,False
CUST00152,48,Chennai,Returning,ORD000152,00:10:05,4412.02,UPI,3,0,Yes,Jackets,SKU0152,XXL,In Stock,Google Ads,80,High,13236.060000000001,4412.02,False
CUST00153,55,Hyderabad,Returning,ORD000153,00:39:28,2887.0,UPI,3,10,Yes,Jeans,SKU0153,XXL,In Stock,Word of Mouth,30,High,8661.0,2598.3,False
CUST00154,23,Pune,Returning,ORD000154,00:57:29,3203.68,Wallet,8,20,Yes,Shirts,SKU0154,XL,In Stock,Email Marketing,9,Low,25629.44,2562.944,True
CUST00155,24,Pune,Returning,ORD000155,00:35:51,1569.09,COD,1,30,Yes,T-Shirts,SKU0155,M,In Stock,Email Marketing,48,Low,1569.09,1098.3629999999998,False
CUST00156,37,Pune,Returning,ORD000156,00:53:42,3155.07,UPI,2,0,Yes,Shirts,SKU0156,XXL,In Stock,Email Marketing,85,Medium,6310.14,3155.07,False
CUST00157,35,Jaipur,Returning,ORD000157,00:26:18,2744.14,Credit Card,2,0,Yes,Shirts,SKU0157,M,In Stock,Instagram,93,Medium,5488.28,2744.14,False
CUST00158,44,Kolkata,Returning,ORD000158,00:25:14,1132.31,Wallet,3,50,Yes,Dresses,SKU0158,L,In Stock,Facebook Ads,20,Medium,3396.93,566.155,False
CUST00159,40,Kolkata,Returning,ORD000159,00:39:38,2478.94,Net Banking,6,0,Yes,Dresses,SKU0159,L,In Stock,Word of Mouth,99,Medium,14873.64,2478.94,True
CUST00160,22,Delhi,Returning,ORD000160,00:57:18,1925.23,Wallet,1,10,Yes,Shirts,SKU0160,L,In Stock,Facebook Ads,52,Low,1925.23,1732.707,False
CUST00161,27,Hyderabad,Returning,ORD000161,00:42:42,1585.76,Net Banking,2,15,Yes,Sweatshirts,SKU0161,XXL,In Stock,Instagram,86,Low,3171.52,1347.896,False
CUST00162,35,Pune,Returning,ORD000162,00:34:36,780.26,COD,1,15,Yes,Jackets,SKU0162,L,In Stock,Word of Mouth,75,Medium,780.26,663.221,False
CUST00163,1,Kolkata,New,ORD000163,00:47:34,2593.75,Net Banking,5,0,No,Dresses,SKU0163,XL,In Stock,Word of Mouth,88,Very Low,12968.75,2593.75,False
CUST00164,35,Jaipur,Returning,ORD000164,00:43:25,1329.29,COD,7,0,Yes,Shirts,SKU0164,XL,In Stock,Google Ads,53,Medium,9305.029999999999,1329.29,True
CUST00165,37,Delhi,Returning,ORD000165,00:35:19,1793.34,Credit Card,8,0,Yes,T-Shirts,SKU0165,XXL,In Stock,Facebook Ads,56,Medium,14346.72,1793.34,True
CUST00166,47,Chennai,Returning,ORD000166,00:26:08,4112.69,Net Banking,1,15,Yes,Sweatshirts,SKU0166,M,In Stock,Facebook Ads,19,High,4112.69,3495.7864999999997,False
CUST00167,14,Delhi,Returning,ORD000167,00:40:43,3448.17,Wallet,7,15,Yes,Jeans,SKU0167,S,In Stock,Google Ads,48,Very Low,24137.190000000002,2930.9445,True
CUST00168,3,Kolkata,New,ORD000168,00:50:05,1031.85,COD,5,0,No,Shirts,SKU0168,M,In Stock,Email Marketing,6,Very Low,5159.25,1031.85,False
CUST00169,1,Bangalore,New,ORD000169,00:29:11,3027.84,Wallet,1,20,No,Shirts,SKU0169,M,In Stock,Instagram,28,Very Low,3027.84,2422.2720000000004,False
CUST00170,5,Jaipur,New,ORD000170,00:40:54,2699.17,UPI,3,30,No,Jackets,SKU0170,M,In Stock,Facebook Ads,47,Very Low,8097.51,1889.4189999999999,False
CUST00171,26,Bangalore,Returning,ORD000171,00:43:25,5052.54,COD,7,0,Yes,Sweatshirts,SKU0171,M,In Stock,Google Ads,92,Low,35367.78,5052.54,True
CUST00172,55,Pune,Returning,ORD000172,00:22:21,4574.72,Net Banking,1,10,Yes,Dresses,SKU0172,S,In Stock,Word of Mouth,12,High,4574.72,4117.2480000000005,False
CUST00173,14,Bangalore,Returning,ORD000173,00:24:52,500.0,COD,7,20,Yes,Dresses,SKU0173,L,Out of Stock,Google Ads,2,Very Low,3500.0,400.0,False
CUST00174,39,Pune,Returning,ORD000174,00:10:38,3791.69,Wallet,5,0,Yes,Dresses,SKU0174,M,Out of Stock,Email Marketing,1,Medium,18958.45,3791.69,False
CUST00175,27,Pune,Returning,ORD000175,00:15:41,4397.8,Credit Card,1,5,Yes,Jeans,SKU0175,XL,In Stock,Instagram,15,Low,4397.8,4177.91,False
CUST00176,9,Kolkata,New,ORD000176,00:06:29,3339.04,COD,1,20,No,Sweatshirts,SKU0176,XXL,Out of Stock,Email Marketing,93,Very Low,3339.04,2671.232,False
CUST00177,15,Bangalore,Returning,ORD000177,00:20:32,1996.88,Net Banking,1,30,Yes,Sweatshirts,SKU0177,XXL,In Stock,Word of Mouth,5,Very Low,1996.88,1397.816,False
CUST00178,15,Pune,Returning,ORD000178,00:41:05,6120.09,UPI,9,30,Yes,Dresses,SKU0178,XL,In Stock,Word of Mouth,44,Very Low,55080.81,4284.063,True
CUST00179,26,Hyderabad,Returning,ORD000179,00:54:57,3477.11,Credit Card,3,15,Yes,Dresses,SKU0179,M,In Stock,Word of Mouth,70,Low,10431.33,2955.5435,False
CUST00180,42,Chennai,Returning,ORD000180,00:36:45,5464.82,UPI,5,25,Yes,Jackets,SKU0180,S,Out of Stock,Word of Mouth,4,Medium,27324.1,4098.615,False
CUST00181,60,Delhi,Returning,ORD000181,00:51:00,4527.22,COD,9,5,Yes,T-Shirts,SKU0181,L,In Stock,Google Ads,55,High,40744.98,4300.859,True
CUST00182,13,Delhi,Returning,ORD000182,00:24:41,3196.2,Wallet,6,20,Yes,T-Shirts,SKU0182,XXL,In Stock,Word of Mouth,70,Very Low,19177.199999999997,2556.96,True
CUST00183,51,Kolkata,Returning,ORD000183,00:33:52,1630.45,Wallet,9,10,Yes,Shirts,SKU0183,L,In Stock,Word of Mouth,97,High,14674.050000000001,1467.405,True
CUST00184,32,Bangalore,Returning,ORD000184,00:05:24,2463.84,Net Banking,8,0,Yes,Shirts,SKU0184,S,In Stock,Google Ads,31,Medium,19710.72,2463.84,True
CUST00185,39,Bangalore,Returning,ORD000185,00:22:31,2167.13,Wallet,8,25,Yes,Sweatshirts,SKU0185,XXL,In Stock,Word of Mouth,48,Medium,17337.04,1625.3475,True
CUST00186,49,Pune,Returning,ORD000186,00:11:53,678.22,Credit Card,1,15,Yes,Sweatshirts,SKU0186,L,In Stock,Email Marketing,12,High,678.22,576.487,False
CUST00187,52,Jaipur,Returning,ORD000187,00:54:14,3475.42,Wallet,9,5,Yes,Jeans,SKU0187,S,In Stock,Email Marketing,29,High,31278.78,3301.649,True
CUST00188,32,Mumbai,Returning,ORD000188,00:25:57,4851.03,Net Banking,6,40,Yes,Jeans,SKU0188,L,In Stock,Facebook Ads,24,Medium,29106.18,2910.618,True
CUST00189,4,Pune,New,ORD000189,00:29:44,2052.54,COD,9,0,No,T-Shirts,SKU0189,M,In Stock,Email Marketing,84,Very Low,18472.86,2052.54,True
CUST00190,30,Chennai,Returning,ORD000190,00:07:12,5745.48,COD,3,5,Yes,Shirts,SKU0190,S,In Stock,Instagram,59,Low,17236.44,5458.205999999999,False
CUST00191,37,Hyderabad,Returning,ORD000191,00:51:32,500.0,Wallet,3,0,Yes,T-Shirts,SKU0191,L,In Stock,Instagram,58,Medium,1500.0,500.0,False
CUST00192,23,Delhi,Returning,ORD000192,00:04:19,4081.55,UPI,6,25,Yes,T-Shirts,SKU0192,M,In Stock,Instagram,84,Low,24489.300000000003,3061.1625000000004,True
CUST00193,39,Pune,Returning,ORD000193,00:01:16,5007.28,COD,9,25,Yes,Shirts,SKU0193,M,In Stock,Google Ads,27,Medium,45065.52,3755.46,True
CUST00194,45,Mumbai,Returning,ORD000194,00:38:55,2193.95,Wallet,7,5,Yes,Jeans,SKU0194,S,In Stock,Email Marketing,57,Medium,15357.649999999998,2084.2524999999996,True
CUST00195,15,Mumbai,Returning,ORD000195,00:15:30,2220.92,Net Banking,3,20,Yes,Jackets,SKU0195,XL,In Stock,Instagram,19,Very Low,6662.76,1776.736,False
CUST00196,43,Pune,Returning,ORD000196,00:20:11,4064.15,Wallet,3,5,Yes,Jackets,SKU0196,XXL,In Stock,Facebook Ads,33,Medium,12192.45,3860.9425,False
CUST00197,29,Kolkata,Returning,ORD000197,00:25:03,3258.99,COD,2,25,Yes,Jackets,SKU0197,S,In Stock,Google Ads,4,Low,6517.98,2444.2425,False
CUST00198,36,Delhi,Returning,ORD000198,00:02:20,500.0,Net Banking,9,10,Yes,Shirts,SKU0198,M,In Stock,Facebook Ads,81,Medium,4500.0,450.0,True
CUST00199,13,Kolkata,Returning,ORD000199,00:19:17,1234.94,Wallet,3,10,Yes,Dresses,SKU0199,M,In Stock,Email Marketing,59,Very Low,3704.82,1111.4460000000001,False
CUST00200,32,Hyderabad,Returning,ORD000200,00:38:55,2479.68,Credit Card,5,40,Yes,Dresses,SKU0200,S,In Stock,Word of Mouth,42,Medium,12398.4,1487.8079999999998,False
CUST00201,7,Mumbai,New,ORD000201,00:40:54,500.0,Net Banking,9,0,No,Dresses,SKU0201,XL,In Stock,Facebook Ads,56,Very Low,4500.0,500.0,True
CUST00202,59,Mumbai,Returning,ORD000202,00:16:35,1788.74,Credit Card,8,0,Yes,Sweatshirts,SKU0202,XXL,In Stock,Word of Mouth,56,High,14309.92,1788.74,True
CUST00203,51,Chennai,Returning,ORD000203,00:19:38,500.0,UPI,2,15,Yes,Jeans,SKU0203,L,In Stock,Google Ads,74,High,1000.0,425.0,False
CUST00204,22,Hyderabad,Returning,ORD000204,00:56:13,1944.74,Net Banking,3,50,Yes,Jeans,SKU0204,S,In Stock,Facebook Ads,53,Low,5834.22,972.37,False
CUST00205,28,Mumbai,Returning,ORD000205,00:26:51,1995.07,Credit Card,2,5,Yes,Sweatshirts,SKU0205,XXL,In Stock,Facebook Ads,80,Low,3990.14,1895.3165,False
CUST00206,2,Hyderabad,New,ORD000206,00:54:36,3027.63,COD,8,0,No,T-Shirts,SKU0206,XXL,In Stock,Google Ads,44,Very Low,24221.04,3027.63,True
CUST00207,42,Delhi,Returning,ORD000207,00:03:47,2362.36,COD,6,5,Yes,Jackets,SKU0207,M,In Stock,Google Ads,85,Medium,14174.16,2244.242,True
CUST00208,45,Bangalore,Returning,ORD000208,00:04:19,3254.18,UPI,6,15,Yes,Dresses,SKU0208,L,In Stock,Instagram,36,Medium,19525.079999999998,2766.053,True
CUST00209,57,Mumbai,Returning,ORD000209,00:53:09,3075.32,Net Banking,9,0,Yes,Jackets,SKU0209,S,In Stock,Email Marketing,83,High,27677.88,3075.32,True
CUST00210,53,Chennai,Returning,ORD000210,00:59:06,4047.01,Net Banking,8,20,Yes,Dresses,SKU0210,M,In Stock,Facebook Ads,47,High,32376.08,3237.608,True
CUST00211,6,Delhi,New,ORD000211,00:14:03,3810.67,Net Banking,4,50,No,Jackets,SKU0211,M,In Stock,Facebook Ads,53,Very Low,15242.68,1905.335,False
CUST00212,28,Pune,Returning,ORD000212,00:12:37,3652.19,UPI,4,10,Yes,T-Shirts,SKU0212,XL,In Stock,Google Ads,47,Low,14608.76,3286.971,False
CUST00213,28,Hyderabad,Returning,ORD000213,00:32:58,7157.3,Net Banking,9,5,Yes,Jackets,SKU0213,XXL,In Stock,Google Ads,5,Low,64415.700000000004,6799.4349999999995,True
CUST00214,44,Pune,Returning,ORD000214,00:58:44,3021.1,COD,1,10,Yes,Jackets,SKU0214,S,In Stock,Email Marketing,33,Medium,3021.1,2718.99,False
CUST00215,44,Kolkata,Returning,ORD000215,00:52:48,6390.36,Credit Card,2,0,Yes,Shirts,SKU0215,S,In Stock,Google Ads,62,Medium,12780.72,6390.36,False
CUST00216,20,Delhi,Returning,ORD000216,00:12:04,3118.33,COD,2,30,Yes,Jackets,SKU0216,S,In Stock,Word of Mouth,77,Low,6236.66,2182.8309999999997,False
CUST00217,30,Pune,Returning,ORD000217,00:20:22,2375.72,COD,6,10,Yes,Shirts,SKU0217,M,In Stock,Word of Mouth,47,Low,14254.32,2138.1479999999997,True
CUST00218,11,Jaipur,New,ORD000218,00:34:14,1940.25,Credit Card,4,5,No,Jeans,SKU0218,XL,In Stock,Word of Mouth,22,Very Low,7761.0,1843.2375,False
CUST00219,58,Jaipur,Returning,ORD000219,00:26:51,4764.59,COD,3,20,Yes,Sweatshirts,SKU0219,L,In Stock,Word of Mouth,83,High,14293.77,3811.6720000000005,False
CUST00220,55,Mumbai,Returning,ORD000220,00:05:35,4960.76,UPI,3,10,Yes,Jackets,SKU0220,M,In Stock,Email Marketing,12,High,14882.28,4464.684,False
CUST00221,28,Hyderabad,Returning,ORD000221,00:30:27,3399.68,Credit Card,3,20,Yes,Jeans,SKU0221,L,In Stock,Facebook Ads,46,Low,10199.039999999999,2719.744,False
CUST00222,25,Bangalore,Returning,ORD000222,00:00:54,4200.32,COD,6,0,Yes,Shirts,SKU0222,XL,In Stock,Word of Mouth,43,Low,25201.92,4200.32,True
CUST00223,39,Delhi,Returning,ORD000223,00:18:12,584.17,Wallet,8,30,Yes,Jackets,SKU0223,XXL,In Stock,Google Ads,31,Medium,4673.36,408.9189999999999,True
CUST00224,33,Mumbai,Returning,ORD000224,00:56:24,500.0,COD,7,40,Yes,Jackets,SKU0224,S,In Stock,Word of Mouth,25,Medium,3500.0,300.0,True
CUST00225,1,Chennai,New,ORD000225,00:42:53,4369.49,UPI,4,20,No,T-Shirts,SKU0225,L,Out of Stock,Email Marketing,52,Very Low,17477.96,3495.592,False
CUST00226,57,Kolkata,Returning,ORD000226,00:20:32,2309.78,Net Banking,4,50,Yes,Jeans,SKU0226,M,In Stock,Google Ads,13,High,9239.12,1154.89,False
CUST00227,27,Hyderabad,Returning,ORD000227,00:47:45,3623.95,COD,2,0,Yes,Dresses,SKU0227,L,In Stock,Word of Mouth,51,Low,7247.9,3623.95,False
CUST00228,57,Delhi,Returning,ORD000228,00:01:37,1424.07,Net Banking,1,10,Yes,Dresses,SKU0228,XXL,In Stock,Facebook Ads,35,High,1424.07,1281.663,False
CUST00229,52,Jaipur,Returning,ORD000229,00:38:55,4985.48,Wallet,9,20,Yes,T-Shirts,SKU0229,S,In Stock,Google Ads,7,High,44869.31999999999,3988.384,True
CUST00230,13,Delhi,Returning,ORD000230,00:34:36,500.0,COD,2,15,Yes,Shirts,SKU0230,L,In Stock,Google Ads,39,Very Low,1000.0,425.0,False
CUST00231,41,Bangalore,Returning,ORD000231,00:35:08,500.0,Credit Card,8,10,Yes,Dresses,SKU0231,XXL,In Stock,Facebook Ads,85,Medium,4000.0,450.0,True
CUST00232,3,Jaipur,New,ORD000232,00:31:32,4666.47,Net Banking,9,5,No,Dresses,SKU0232,M,Out of Stock,Google Ads,21,Very Low,41998.23,4433.1465,False
CUST00233,39,Bangalore,Returning,ORD000233,00:21:48,500.0,Wallet,4,0,Yes,Sweatshirts,SKU0233,XL,In Stock,Word of Mouth,15,Medium,2000.0,500.0,False
CUST00234,6,Chennai,New,ORD000234,00:22:10,3067.85,Credit Card,8,5,No,Jeans,SKU0234,M,In Stock,Google Ads,90,Very Low,24542.8,2914.4575,True
CUST00235,8,Kolkata,New,ORD000235,00:16:45,2339.01,Credit Card,9,0,No,Shirts,SKU0235,S,In Stock,Word of Mouth,59,Very Low,21051.090000000004,2339.01,True
CUST00236,27,Chennai,Returning,ORD000236,00:48:39,1396.07,Credit Card,5,25,Yes,Jackets,SKU0236,M,In Stock,Facebook Ads,59,Low,6980.349999999999,1047.0525,False
CUST00237,9,Mumbai,New,ORD000237,00:00:11,2200.09,Credit Card,7,0,No,Jeans,SKU0237,M,In Stock,Instagram,9,Very Low,15400.630000000001,2200.09,True
CUST00238,37,Mumbai,Returning,ORD000238,00:45:57,1228.71,COD,4,0,Yes,Shirts,SKU0238,M,In Stock,Facebook Ads,24,Medium,4914.84,1228.71,False
CUST00239,33,Chennai,Returning,ORD000239,00:33:52,4813.38,COD,1,15,Yes,Dresses,SKU0239,M,In Stock,Word of Mouth,30,Medium,4813.38,4091.373,False
CUST00240,51,Kolkata,Returning,ORD000240,00:19:06,5206.75,COD,3,15,Yes,Sweatshirts,SKU0240,S,In Stock,Email Marketing,20,High,15620.25,4425.7375,False
CUST00241,42,Chennai,Returning,ORD000241,00:27:12,1471.39,Wallet,5,30,Yes,Jeans,SKU0241,XXL,In Stock,Facebook Ads,90,Medium,7356.950000000001,1029.973,False
CUST00242,44,Kolkata,Returning,ORD000242,00:24:30,2913.29,Wallet,3,15,Yes,Dresses,SKU0242,L,In Stock,Email Marketing,80,Medium,8739.869999999999,2476.2965,False
CUST00243,24,Kolkata,Returning,ORD000243,00:58:44,512.39,Wallet,7,5,Yes,Shirts,SKU0243,XL,In Stock,Email Marketing,32,Low,3586.73,486.77049999999997,True
CUST00244,15,Pune,Returning,ORD000244,00:43:15,4109.58,UPI,9,30,Yes,Jeans,SKU0244,L,Out of Stock,Word of Mouth,30,Very Low,36986.22,2876.7059999999997,False
CUST00245,59,Jaipur,Returning,ORD000245,00:21:59,4070.51,Wallet,6,15,Yes,Jackets,SKU0245,L,In Stock,Word of Mouth,89,High,24423.06,3459.9335,True
CUST00246,54,Hyderabad,Returning,ORD000246,00:40:00,2057.11,COD,1,0,Yes,Jeans,SKU0246,XL,In Stock,Instagram,20,High,2057.11,2057.11,False
CUST00247,32,Kolkata,Returning,ORD000247,00:59:28,2525.33,COD,7,15,Yes,Dresses,SKU0247,S,In Stock,Google Ads,35,Medium,17677.309999999998,2146.5305,True
CUST00248,32,Bangalore,Returning,ORD000248,00:49:22,2359.35,UPI,3,40,Yes,Jeans,SKU0248,XL,In Stock,Facebook Ads,64,Medium,7078.049999999999,1415.61,False
CUST00249,24,Kolkata,Returning,ORD000249,00:05:46,500.0,UPI,5,5,Yes,Jackets,SKU0249,S,Out of Stock,Word of Mouth,3,Low,2500.0,475.0,False
CUST00250,41,Kolkata,Returning,ORD000250,00:52:58,4819.01,Wallet,4,0,Yes,Sweatshirts,SKU0250,L,In Stock,Facebook Ads,67,Medium,19276.04,4819.01,False
CUST00251,52,Kolkata,Returning,ORD000251,00:52:15,1349.57,Net Banking,5,0,Yes,Sweatshirts,SKU0251,S,In Stock,Email Marketing,89,High,6747.849999999999,1349.57,False
CUST00252,49,Pune,Returning,ORD000252,00:10:16,1359.78,UPI,5,0,Yes,Dresses,SKU0252,XXL,In Stock,Google Ads,3,High,6798.9,1359.78,False
CUST00253,49,Jaipur,Returning,ORD000253,00:10:16,2274.37,Credit Card,6,10,Yes,Shirts,SKU0253,XL,In Stock,Instagram,8,High,13646.22,2046.933,True
CUST00254,58,Pune,Returning,ORD000254,00:33:31,3993.32,COD,6,15,Yes,Dresses,SKU0254,XXL,In Stock,Facebook Ads,29,High,23959.920000000002,3394.322,True
CUST00255,52,Mumbai,Returning,ORD000255,00:50:49,1613.05,Credit Card,8,0,Yes,Sweatshirts,SKU0255,L,In Stock,Google Ads,44,High,12904.4,1613.05,True
CUST00256,12,Pune,New,ORD000256,00:00:43,500.0,COD,8,40,No,T-Shirts,SKU0256,XL,In Stock,Instagram,3,Very Low,4000.0,300.0,True
CUST00257,39,Bangalore,Returning,ORD000257,00:18:44,1169.5,COD,9,25,Yes,T-Shirts,SKU0257,L,Out of Stock,Facebook Ads,68,Medium,10525.5,877.125,False
CUST00258,2,Bangalore,New,ORD000258,00:29:44,3136.21,UPI,8,15,No,Jeans,SKU0258,XXL,In Stock,Google Ads,22,Very Low,25089.68,2665.7785,True
CUST00259,3,Pune,New,ORD000259,00:43:58,5784.63,UPI,2,30,No,Jackets,SKU0259,L,In Stock,Word of Mouth,15,Very Low,11569.26,4049.241,False
CUST00260,49,Jaipur,Returning,ORD000260,00:22:42,610.12,Credit Card,1,0,Yes,Jeans,SKU0260,XL,In Stock,Facebook Ads,21,High,610.12,610.12,False
CUST00261,37,Chennai,Returning,ORD000261,00:02:20,555.25,COD,2,10,Yes,T-Shirts,SKU0261,XL,In Stock,Google Ads,100,Medium,1110.5,499.725,False
CUST00262,49,Hyderabad,Returning,ORD000262,00:28:28,500.0,Credit Card,2,20,Yes,Sweatshirts,SKU0262,L,In Stock,Instagram,71,High,1000.0,400.0,False
CUST00263,56,Jaipur,Returning,ORD000263,00:56:13,500.0,Net Banking,3,30,Yes,Jeans,SKU0263,XL,Out of Stock,Google Ads,47,High,1500.0,350.0,False
CUST00264,17,Pune,Returning,ORD000264,00:38:01,4308.54,Credit Card,7,25,Yes,Dresses,SKU0264,XL,In Stock,Word of Mouth,61,Low,30159.78,3231.4049999999997,True
CUST00265,59,Kolkata,Returning,ORD000265,00:09:33,4742.03,Wallet,2,0,Yes,Jackets,SKU0265,L,Out of Stock,Facebook Ads,96,High,9484.06,4742.03,False
CUST00266,49,Delhi,Returning,ORD000266,00:17:18,2766.63,Credit Card,1,40,Yes,Dresses,SKU0266,XXL,In Stock,Facebook Ads,59,High,2766.63,1659.978,False
CUST00267,2,Hyderabad,New,ORD000267,00:38:23,1798.43,Wallet,6,0,No,Jackets,SKU0267,XL,In Stock,Facebook Ads,79,Very Low,10790.58,1798.43,True
CUST00268,2,Hyderabad,New,ORD000268,00:34:46,5186.72,Wallet,9,30,No,Sweatshirts,SKU0268,XL,In Stock,Word of Mouth,4,Very Low,46680.48,3630.7039999999997,True
CUST00269,28,Bangalore,Returning,ORD000269,00:16:13,2760.86,Wallet,3,50,Yes,Jeans,SKU0269,XL,In Stock,Instagram,79,Low,8282.58,1380.43,False
CUST00270,54,Hyderabad,Returning,ORD000270,00:12:15,4134.16,Net Banking,6,0,Yes,Jackets,SKU0270,XL,In Stock,Facebook Ads,6,High,24804.96,4134.16,True
CUST00271,23,Pune,Returning,ORD000271,00:18:23,1725.33,Credit Card,3,25,Yes,Dresses,SKU0271,L,In Stock,Instagram,50,Low,5175.99,1293.9975,False
CUST00272,37,Kolkata,Returning,ORD000272,00:29:22,2566.37,Credit Card,1,0,Yes,Jeans,SKU0272,XXL,In Stock,Google Ads,64,Medium,2566.37,2566.37,False
CUST00273,32,Kolkata,Returning,ORD000273,00:58:34,643.99,Net Banking,5,10,Yes,Jeans,SKU0273,XXL,In Stock,Instagram,8,Medium,3219.95,579.591,False
CUST00274,33,Mumbai,Returning,ORD000274,00:59:49,3443.87,COD,4,15,Yes,Dresses,SKU0274,S,Out of Stock,Instagram,81,Medium,13775.48,2927.2895,False
CUST00275,1,Kolkata,New,ORD000275,00:07:23,2786.41,UPI,7,15,No,T-Shirts,SKU0275,XL,In Stock,Facebook Ads,44,Very Low,19504.87,2368.4485,True
CUST00276,19,Jaipur,Returning,ORD000276,00:35:51,1158.16,Credit Card,6,40,Yes,Jackets,SKU0276,XL,In Stock,Email Marketing,46,Low,6948.960000000001,694.8960000000001,True
CUST00277,2,Kolkata,New,ORD000277,00:49:55,1178.34,UPI,7,20,No,Dresses,SKU0277,S,In Stock,Email Marketing,66,Very Low,8248.38,942.672,True
CUST00278,53,Bangalore,Returning,ORD000278,00:00:22,4923.94,Net Banking,5,10,Yes,Sweatshirts,SKU0278,XXL,In Stock,Word of Mouth,23,High,24619.699999999997,4431.545999999999,False
CUST00279,44,Kolkata,Returning,ORD000279,00:25:14,5457.5,COD,4,30,Yes,Shirts,SKU0279,M,In Stock,Word of Mouth,91,Medium,21830.0,3820.2499999999995,False
CUST00280,26,Mumbai,Returning,ORD000280,00:45:24,2180.3,COD,7,50,Yes,Dresses,SKU0280,M,Out of Stock,Email Marketing,9,Low,15262.100000000002,1090.15,False
CUST00281,32,Delhi,Returning,ORD000281,00:26:29,2601.63,COD,7,0,Yes,Jeans,SKU0281,XXL,In Stock,Google Ads,72,Medium,18211.41,2601.63,True
CUST00282,6,Pune,New,ORD000282,00:33:52,3100.17,Net Banking,6,50,No,Jeans,SKU0282,XL,In Stock,Facebook Ads,76,Very Low,18601.02,1550.085,True
CUST00283,32,Bangalore,Returning,ORD000283,00:08:28,2722.05,Wallet,8,0,Yes,Dresses,SKU0283,M,In Stock,Facebook Ads,47,Medium,21776.4,2722.05,True
CUST00284,55,Jaipur,Returning,ORD000284,00:49:11,500.0,Wallet,4,30,Yes,Shirts,SKU0284,L,In Stock,Google Ads,34,High,2000.0,350.0,False
CUST00285,4,Delhi,New,ORD000285,00:36:35,3141.81,UPI,5,0,No,Dresses,SKU0285,L,In Stock,Google Ads,53,Very Low,15709.05,3141.81,False
CUST00286,55,Bangalore,Returning,ORD000286,00:26:18,500.0,Wallet,4,0,Yes,Shirts,SKU0286,S,In Stock,Email Marketing,86,High,2000.0,500.0,False
CUST00287,11,Chennai,New,ORD000287,00:29:22,1400.97,Wallet,1,10,No,Shirts,SKU0287,XXL,In Stock,Word of Mouth,80,Very Low,1400.97,1260.873,False
CUST00288,56,Hyderabad,Returning,ORD000288,00:13:20,3258.14,COD,8,20,Yes,Sweatshirts,SKU0288,XXL,In Stock,Google Ads,70,High,26065.12,2606.512,True
CUST00289,59,Chennai,Returning,ORD000289,00:08:07,3399.99,COD,1,5,Yes,Jackets,SKU0289,M,In Stock,Word of Mouth,15,High,3399.99,3229.9904999999994,False
CUST00290,17,Kolkata,Returning,ORD000290,00:24:19,1284.89,UPI,5,0,Yes,Jeans,SKU0290,XL,In Stock,Instagram,52,Low,6424.450000000001,1284.89,False
CUST00291,38,Delhi,Returning,ORD000291,00:47:23,1812.34,Credit Card,6,15,Yes,Jeans,SKU0291,XXL,In Stock,Facebook Ads,39,Medium,10874.039999999999,1540.4889999999998,True
CUST00292,24,Kolkata,Returning,ORD000292,00:01:59,1609.25,UPI,6,40,Yes,Shirts,SKU0292,M,Out of Stock,Email Marketing,99,Low,9655.5,965.55,False
CUST00293,5,Hyderabad,New,ORD000293,00:51:21,2345.73,UPI,5,5,No,Jeans,SKU0293,M,In Stock,Facebook Ads,19,Very Low,11728.65,2228.4435,False
CUST00294,52,Bangalore,Returning,ORD000294,00:53:20,2459.81,Net Banking,3,0,Yes,T-Shirts,SKU0294,XXL,Out of Stock,Email Marketing,87,High,7379.43,2459.81,False
CUST00295,34,Hyderabad,Returning,ORD000295,00:07:34,3502.7,Net Banking,5,10,Yes,Shirts,SKU0295,M,In Stock,Instagram,68,Medium,17513.5,3152.43,False
CUST00296,6,Mumbai,New,ORD000296,00:41:48,1724.65,UPI,8,0,No,Jeans,SKU0296,S,In Stock,Facebook Ads,44,Very Low,13797.2,1724.65,True
CUST00297,22,Hyderabad,Returning,ORD000297,00:43:47,3060.09,UPI,2,30,Yes,T-Shirts,SKU0297,S,In Stock,Instagram,5,Low,6120.18,2142.063,False
CUST00298,11,Mumbai,New,ORD000298,00:55:08,3260.52,UPI,6,30,No,Sweatshirts,SKU0298,XXL,In Stock,Email Marketing,91,Very Low,19563.12,2282.364,True
CUST00299,48,Hyderabad,Returning,ORD000299,00:16:56,2797.43,Wallet,9,15,Yes,Jeans,SKU0299,XL,In Stock,Google Ads,68,High,25176.87,2377.8154999999997,True
CUST00300,16,Pune,Returning,ORD000300,00:13:09,2110.59,Net Banking,8,5,Yes,T-Shirts,SKU0300,S,In Stock,Facebook Ads,48,Low,16884.72,2005.0605,True
CUST00301,33,Mumbai,Returning,ORD000301,00:49:33,2770.97,UPI,8,25,Yes,Dresses,SKU0301,S,In Stock,Instagram,38,Medium,22167.76,2078.2275,True
CUST00302,9,Delhi,New,ORD000302,00:03:58,3627.61,COD,8,15,No,Jackets,SKU0302,XXL,In Stock,Facebook Ads,1,Very Low,29020.88,3083.4685,True
